Duração Entrevista;Data;Idioma;Idade;Genero;Dem_edu;Quantidade Educação Escolar;Tempo Trabalho;Pais;Dem_Expat;Cidade;Status Relacionamento;Filhos ou Dependentes;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054;06/04/2020 06:46;PT-BR;37;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Full time employed;Brazil;no;São Paulo;Married/cohabiting;4;No;Isolated;2;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;06/04/2020 06:44;PT-BR;59;Male;College degree, bachelor, master;Some College or equivalent;Part time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;06/04/2020 06:25;PT-BR;41;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;São Paulo;Married/cohabiting;2;Yes;Isolated;1;1;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
821;07/04/2020 06:02;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
874;06/04/2020 05:46;PT-BR;40;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1184;06/04/2020 05:44;PT;64;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Nordeste;Married/cohabiting;0;Yes;Isolated;3;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14431;07/04/2020 09:17;PT-BR;52;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;1;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1738;07/04/2020 05:20;PT-BR;46;Male;Up to 12 years of school;None;Self-employed;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;0;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;06/04/2020 04:05;PT-BR;43;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;2;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100;06/04/2020 01:46;PT-BR;50;Female;College degree, bachelor, master;None;Full time employed;Brazil;no;Sao Paulo;Divorced/widowed;0;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;06/04/2020 01:27;PT-BR;43;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;1;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2606;05/04/2020 22:37;PT-BR;49;Female;Up to 12 years of school;Up to 6 years of school;Full time employed;Brazil;no;Rio Grande do Sul;Divorced/widowed;3;Yes;Life carries on with minor changes;1;1;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1234;05/04/2020 22:12;PT-BR;58;Female;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;São Paulo;Married/cohabiting;0;Yes;Life carries on with minor changes;2;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4040;05/04/2020 22:55;PT-BR;57;Female;College degree, bachelor, master;None;Not employed;Brazil;no;Tocantins;Divorced/widowed;1;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2705;05/04/2020 22:10;PT-BR;68;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Retired;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;0;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;06/04/2020 21:33;PT-BR;44;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Self-employed;Brazil;no;Sao paulo;Married/cohabiting;3;Yes;Isolated;3;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;06/04/2020 20:57;PT-BR;41;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Bahia;Married/cohabiting;0;Yes;Isolated;1;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1780;05/04/2020 21:08;PT-BR;58;Female;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;Rio de janeiro;Single;3;Yes;Isolated;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;06/04/2020 20:22;PT-BR;26;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Paraná;Single;0;Yes;Isolated;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;05/04/2020 19:51;PT-BR;59;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Single;3;Yes;Life carries on with minor changes;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;06/04/2020 19:31;PT-BR;46;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Ceará;Divorced/widowed;2;No;Isolated;2;1;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
831;06/04/2020 18:40;PT-BR;35;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Paraná;Married/cohabiting;1;Yes;Isolated;1;1;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665;05/04/2020 18:29;PT-BR;25;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;05/04/2020 18:23;PT-BR;44;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;7;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;06/04/2020 17:14;PT-BR;60;Female;College degree, bachelor, master;Up to 9 years of school;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;NA;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2464;06/04/2020 17:45;PT-BR;40;Male;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;05/04/2020 17:05;PT-BR;43;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;2;2;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3810;05/04/2020 17:42;PT-BR;54;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Paraná;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;05/04/2020 16:44;PT-BR;45;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;yes;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;1;2;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1247;05/04/2020 16:37;PT-BR;59;Female;Up to 12 years of school;Up to 9 years of school;Not employed;Brazil;no;RJ;Married/cohabiting;1;Yes;Life carries on with minor changes;3;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;06/04/2020 16:08;PT-BR;56;Female;Some College, short continuing education or equivalent;None;Full time employed;Brazil;no;Sao paulo;Married/cohabiting;1;Yes;Isolated;0;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;06/04/2020 15:58;PT-BR;25;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Minas gerais;Married/cohabiting;0;Yes;Life carries on with minor changes;4;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;05/04/2020 16:04;PT-BR;28;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;06/04/2020 15:53;PT-BR;18;Male;Up to 12 years of school;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Life carries on with minor changes;2;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1139;05/04/2020 16:02;PT-BR;44;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243;05/04/2020 15:32;PT-BR;28;Female;Up to 12 years of school;Up to 6 years of school;Part time employed;Brazil;no;Santa Catarina;Married/cohabiting;2;Yes;Isolated;1;2;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1213;05/04/2020 15:11;PT-BR;47;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092;05/04/2020 15:25;PT-BR;58;Male;College degree, bachelor, master;Up to 9 years of school;Retired;Brazil;no;Bahia;Married/cohabiting;0;Yes;Isolated;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;06/04/2020 14:49;PT-BR;57;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Part time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Life carries on with minor changes;NA;NA;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;06/04/2020 14:25;PT-BR;55;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;05/04/2020 14:24;EN;26;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
762;06/04/2020 14:11;PT-BR;59;Female;Up to 9 years of school;Up to 6 years of school;Self-employed;Brazil;no;Rj;Divorced/widowed;NA;Yes;Isolated;0;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015;05/04/2020 13:55;PT-BR;49;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;06/04/2020 13:27;PT-BR;43;Female;PhD/Doctorate;Up to 9 years of school;Full time employed;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
768;05/04/2020 13:16;PT-BR;24;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Sao paulo;Single;0;Yes;Life carries on with minor changes;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;05/04/2020 13:05;PT-BR;35;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;06/04/2020 12:59;PT-BR;37;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;NA;RS;Married/cohabiting;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;06/04/2020 12:52;PT-BR;48;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;5;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;05/04/2020 12:36;PT-BR;57;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;2;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;06/04/2020 12:22;PT-BR;25;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774;05/04/2020 12:22;PT-BR;58;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
762;05/04/2020 12:20;PT-BR;50;Male;Up to 12 years of school;College degree;Self-employed;Brazil;yes;Minas Gerais;Married/cohabiting;4;Yes;Life carries on with minor changes;4;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;05/04/2020 12:03;PT-BR;40;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7405;05/04/2020 12:11;PT-BR;45;Female;Some College, short continuing education or equivalent;None;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Life carries on with minor changes;1;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;05/04/2020 09:03;PT-BR;31;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;4;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510;05/04/2020 08:47;PT-BR;31;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194;05/04/2020 08:21;PT-BR;32;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Single;3;Yes;Life carries on with minor changes;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3549;05/04/2020 08:58;EN;41;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;yes;Minas Gerais;Single;0;No;Isolated;1;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1529;05/04/2020 08:10;PT-BR;41;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
